"","newDates","snips","items","sources","URL"
"47","Tuesday, October 17, 2006","JAKARTA - The human death toll from bird flu in Indonesia rose to 55 after a woman who died last week in a Central Java hospital has been confirmed as being contracted with the H5N1 virus, health officials and the World Health Organization said Tuesday. ","Indonesia bird flu toll hits 55","Bangkokpost.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"48","Tuesday, October 17, 2006","VIETNAM - Chan Nhut Trung spent his entire savings, plus a small loan, to build a modern and hygienic slaughterhouse outside Ho Chi Minh City in 2003.
 Employing 200 people, he has an average of 10,000 chickens and ducks killed daily.

""Chickens and ducks are good business because consumption here is quite high,"" Trung said. ","Vietnam's bird flu success story","The Jakarta Post","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"49","Tuesday, October 17, 2006","INDONESIA - With the world's highest death toll from bird flu, Indonesia has become the focus of the fight against the virus. Neighboring and far-flung countries alike worry about the repercussions of Indonesia's failure to get the disease under control. The Jakarta Post's Emmy Fitri was invited by the Honolulu-based East-West Center to take part in its first Health Journalism Fellowship program. She spoke to experts and looked at conditions in Vietnam, Hong Kong and Thailand. Below are her reports.","Tackling bird flu is a matter of right decisions, right actions","The Jakarta Post.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"50","Monday, October 16, 2006","THIMPU - Bhutan has lifted an eight-month ban on the import of poultry, eggs and related products from India two months after New Delhi declared itself avian flu-free.","Bhutan lifts ban on poultry from India","IndianMuslims.info","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"51","Monday, October 16, 2006","SWITZERLAND - Poultry kept within a one-kilometre radius of major Swiss lakes and rivers must stay indoors from Sunday as part of targeted preventive measures against avian flu.","New bird flu restrictions come into force","Swissinfo.org","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"52","Monday, October 16, 2006","JAKARTA - The latest bird flu victim in Indonesia, a 67-year-old woman, died Sunday in Bandung, West Java, the Indonesian Bird Flu Information Center reported Monday.","Indonesian bird flu toll hits 54","CNN","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"53","Friday, October 13, 2006","To speed emergency responses to avian influenza and other animal and plant diseases, the United Nations Food and Agriculture Organization (FAO) inaugurated a new crisis management center (CMC) at its Rome headquarters today.

","FAO launches disease crisis center","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"54","Friday, October 13, 2006","Stringent bird flu monitoring on a daily basis has been stepped up in China, the official Xinhua news agency has reported.
Following two out breaks of the much dreaded Avian influenza or ?bird flu? caused by H5N1 strain virus, reported in China’s north-west regions two weeks ago.","Stringent Bird Flu Monitoring Accelerated In China","Medindia.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"55","Thursday, October 12, 2006","CHINA - Around three million domestic fowls in north China's Inner Mongolia Autonomous Region have been inoculated following an outbreak of bird flu, according to local authorities.","Three million domestic fowls inoculated in north China for bird flu prevention","Eastday.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"56","Thursday, October 12, 2006","EGYPT - The World Health Organization (WHO) announced today that a 39-year-old Egyptian woman has H5N1 avian influenza, while officials in Indonesia reported another fatal human case there.
The Egyptian patient, from the Gharbiya governorate in the Nile Delta, about 60 miles northwest of Cairo, fell ill Sep 30 and was hospitalized Oct 4, the WHO said. She has pneumonia and remains hospitalized in stable condition. Reuters reported today that the woman has been treated with oseltamivir and that her family was being tested for the virus. ","Egypt, Indonesia each report an avian flu case","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"57","Thursday, October 12, 2006","At first, officials report a single suspected human case of the bird flu in Los Angeles. By the fourth day, that person has died and officials begin scrambling to decide what to do.

No vaccine will be available for months and there is only a limited supply of antiviral medications. By day seven, officials start closing schools and employers are confronted with rising absenteeism. ","L.A. simulates an outbreak of the bird flu","Dailynews.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"58","Thursday, October 12, 2006","INDIA - The eight-month ban on the import of poultry and related products from India has been lifted according to a press release from the Ministry of Agriculture issued yesterday.","Bhutan poultry ban lifted","Kuenselonline","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"59","Wednesday, October 11, 2006","INDONESIA - Pigs and stray cats have been found infected with the H5N1 avian influenza virus in Indonesia, adding to the few previous reports of such cases, according to news services.","Pigs, cats in Indonesia infected with H5N1","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"60","Wednesday, October 11, 2006","BEIJING - Beijing has reinstated daily reporting of bird flu monitoring results in a bid to prevent possible outbreaks.

Daily reporting replaced weekly reporting at 86 bird monitoring stations on Tuesday in preparation for the huge number of migratory birds that will fly over the city this autumn. ","Beijing cranks up bird flu monitoring","People's Daily Online","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4960"
"61","Monday, October 30, 2006","CHINA - Recent H5N1 sequences released at Genbank included 404 H5N1 isolates from China deposited by Hong Kong University and collaborators. ","Qinghai H5N1 in Shantou China","Recombinomics","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"62","Monday, October 30, 2006","UK - GlaxoSmithKline Plc is in talks with the British government about a nationwide bird flu vaccination after signing a similar deal with Singapore, the Times newspaper reported on Monday. Chief Executive J. P. Garnier met British Prime Minister Tony Blair and finance minister Gordon Brown this month to discuss the possibility of stockpiling tens of millions of doses of the firm's H5N1 vaccine, it said, without citing sources.","Glaxo speaks to UK about bird flu vaccine, paper says","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"63","Friday, October 27, 2006","HANOI - Nguyen Van Tich's farm lies at the end of a narrow dirt road that runs under the tall edges of rice paddies and snakes between old bomb craters turned into fish ponds.

The tucked-away property, one of the largest in this 10,000-person district 20 miles from Hanoi, is new-looking and prosperous. In the 7 years they have owned it, 44-year-old Tich and his wife have stocked their 1.75 acres with citrus trees, coconut palms, pig pens, a duck pond, and a long brick coop filled with fuzzy chicks that skitter away from a stranger's shadow. ","When avian flu control meets cultural resistance","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"64","Friday, October 27, 2006","US - Bird flu is likely to remain a health threat to animals, and possibly humans, for the next decade, the U.N. coordinator for avian influenza says.","U.N. Official Sees Bird Flu as Threat for Next Decade","usinfo.state.gov","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"65","Friday, October 27, 2006","MOSCOW - Russia said it has fought an outbreak of bird flu among birds in the country, and the infection has not spread to humans.","Russia fights bird flu, no human cases","UPI","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"66","Friday, October 27, 2006","UK - A temporary ban on importing wild birds into the UK to prevent the spread of bird flu should remain in place, conservationists have said. The Royal Society for the Protection of Birds (RSPB) claims the ban has saved hundreds of thousands of exotic birds from death or a life in captivity. 
","Wild bird trade ban 'should stay'","BBC","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"67","Friday, October 27, 2006","US - The U.S. Departments of Agriculture and Interior today announced final test results, which confirm that no avian influenza virus was found in samples collected earlier this month from wild Northern pintail ducks in Ohio. 
","Confirmatory Avian Influenza Tests Complete On Ohio Duck Samples","Usda","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"68","Thursday, October 26, 2006","EU - Bird flu may return to Europe in the coming weeks, spread by wild ducks, swans and geese carrying the lethal virus south from their Arctic mating grounds.","Bird Flu Virus May Return to Europe in Coming Weeks","Bloomberg","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"69","Thursday, October 26, 2006","US - Researchers from the University of Georgia report that wood ducks and laughing gulls are highly susceptible to H5N1 avian influenza, which suggests those two species could be sensitive indicators of the virus's presence in wild birds.

In a lab, the researchers exposed six species of wild birds—five duck species and laughing gulls—to the lethal Asian H5N1 virus. All the birds became infected, but only the wood ducks and laughing gulls became ill or died, according to their report in the November issue of Emerging Infectious Diseases. ","Study: Wood ducks could be sentinel for H5N1","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"70","Thursday, October 26, 2006","SOUTH KOREA - South Korea's agriculture ministry announced tough measures aimed at preventing a winter outbreak of bird flu.

From November through February it will step up quarantine and monitoring to prevent imports of infected birds. The ministry said imports from China and Thailand were already banned since both had reported cases.","South Korea to take tough measures against bird flu this winter","Today Online.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"71","Thursday, October 26, 2006","HANOI - Among countries affected by avian influenza H5N1, Vietnam stands out twice over.

It was one of the first hit by the virus in the current outbreak: It discovered its first human infections in December 2003 and its first widespread poultry outbreaks in January 2004. And it was one of the hardest hit, with 66 million birds culled to prevent spread of the virus, and more human infections than any other country to date. ","Vietnam's success against avian flu may offer blueprint for others","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"72","Wednesday, October 25, 2006","BAOTOU - The quarantine imposed on an area in north China's Inner Mongolia Autonomous Region, which was hit by an outbreak of bird flu last month, has been lifted, local authorities announced on Wednesday.","Quarantine lifted in bird flu-hit area of Inner Mongolia","Xinhuanet.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"73","Wednesday, October 25, 2006","STONE TOWN - Authorities in Zanzibar have incinerated another consignment of chicken eggs smuggled from mainland Tanzania, in the hope of keeping their islands free of avian flu.","Zanzibar destroys more eggs to keep bird flu at bay","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"74","Tuesday, October 24, 2006","UNITED NATIONS - The threat of a bird flu pandemic is transforming poultry industry practices around the world, but health officials must remain on high alert for five to 10 more years, a top U.N. official said on Monday.","Indonesian Province Infected With Bird Flu Down To 14","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"75","Tuesday, October 24, 2006","JAKARTA - Indonesia's National Commission of the Bird Flu Control and AI Pandemic Alertness has said that the number of bird-flu infected provinces in the country has dropped to 14 from the previous 30.","All domestic fowls inoculated in Inner Mongolia for bird flu prevention","AHN","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"76","Monday, October 23, 2006","CHINA - A total of 42.6 million domestic fowls in north China's Inner Mongolia Autonomous Region have received compulsory inoculations following an outbreak of bird flu in the region last month, according to local authorities.","City backyard poultry banned","People's Daily Online","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"77","Monday, October 23, 2006","INDONESIA - Indonesia, which has the world's highest number of bird flu deaths, intends to bar city residents from keeping chickens and other poultry in their backyards, ministers said.","Indonesia authorities say fewer regions are avian flu endemic","The Brunei Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"78","Monday, October 23, 2006","JAKARTA - The number of Indonesian provinces where bird flu is endemic has nearly halved in the last six months, although all areas on heavily populated Java island remain affected, a health official said yesterday.","UN praises Cambodia for tackling bird flu","Gulf Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"79","Friday, October 20, 2006","CAMBODIA - The United Nations has praised Cambodia for its rapid action in preventing the spread of bird flu, which has killed six people in the kingdom. ""Rapid action was taken by community groups with the support of government and international organizations and this was a very excellent piece of work by all concerns,"" said David Nabarro, the UN's senior coordinator on avian influenza, on Thursday.","Indonesia says it will separate poultry from residential areas in bird flu fight","People's Daily Online","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"80","Friday, October 20, 2006","JAKARTA - Indonesia will start clearing residential areas of chickens and ducks as part of its fight against bird flu, government officials said Friday, acknowledging it would be a monumental and difficult task.",NA,"International Herald Tribune","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4940"
"81","Wednesday, November 08, 2006","BAHRAIN - Hundreds of workers at Bahrain's poultry farms are to be vaccinated against ordinary flu to improve their protection against avian influenza, from Sunday.","Jabs to protect poultry workers","Gulf Daily News","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4920"
